id,Sentence,Entities
674,The group was formally banned in 1954 but its members running in elections as independents hold enough seats to make the Brotherhood the largest opposition group in Egypt's parliament.,"Brotherhood, Egypt"
675,Russia says it is commissioning its first unit of new mobile intercontinental ballistic missiles.,Russia
677,Ivanov said the missiles will form the core of Russia's strategic missile forces.,"Ivanov, Russia"
682,A massive blast at an ammunition shop in Afghanistan's capital leveled shops and homes killing at least six people and wounding around nine others.,Afghanistan
684,Descriptions of the scope of the damage vary with reports saying several to 25 buildings in Kabul were destroyed.,Kabul
686,Also Wednesday a suicide bomber in eastern Afghanistan blew himself up near a police convoy.,eastern Afghanistan
687,Police officers in Khost said at least four civilians were killed and more than 30 other people were injured among them Afghan policemen.,Khost
688,Members of a violent Central American street gang have been sent to the southwestern U.S. state of Arizona to attack Minuteman Project volunteers as they begin a month-long campaign to help patrol the southern U.S. border with Mexico.,"U.S., Arizona, Minuteman Project, U.S., Mexico"
689,James Gilchrist a Minuteman organizer frustrated by the U.S. government's failure to control illegal immigration tells the Washington Times newspaper that leaders of Mara Salvatrucha or MS-13 have sent gang members to confront his group in Arizona.,"James Gilchrist, Minuteman, U.S., Washington Times, Mara Salvatrucha, MS-13, Arizona"
691,Likewise Hispanics from the National Alliance for Human Rights are going to Tombstone to protest the Minuteman Project.,"National Alliance for Human Rights, Minuteman Project"
692,"Last year 5,00,000 illegal aliens were caught in Arizona.",Arizona
693,MS-13 runs a major smuggling operation on the U.S.-Mexico border running drugs weapons and undocumented aliens from Central and South America into the United States.,"MS-13, Central and South America, United States"
694,The World Bank has approved $257 million in loans for business development in Colombia and a project designed to improve the country's environment.,"World Bank, Colombia"
695,In a statement issued Thursday the bank says its board of directors allocated $250 million to fund a business productivity and efficiency project designed to create businesses improve their access to financing and increase overall productivity in Colombia.,Colombia
696,The Bank allocated another $7 million to Colombia for a sustainable development project aimed at reducing air and water pollution improve hygiene and urban environmental management.,"Bank, Colombia"
697,The bank is also loaning El Salvador $27 million to support a poverty reduction program known as Red Solidaria designed to help the poorest Salvadorans by improving health nutrition and education in the country.,"El Salvador, Red Solidaria"
698,Italian opposition politicians are demanding Prime Minister Silvio Berlusconi apologize for using an obscenity to refer to anyone who would vote against him in Sunday's election.,"Prime, Silvio Berlusconi"
699,During a speech to a group of shopkeepers Tuesday Mr. Berlusconi used a word regarded by many as an obscenity and by others as an insult.,Mr. Berlusconi
701,The remark came a day after Mr. Berlusconi traded insults in a political debate with his chief political rival center-left leader Romano Prodi.,"Mr. Berlusconi, Romano Prodi"
702,"Both candidates assailed the other's fiscal policies with Mr. Berlusconi calling Prodi a"" useful idiot"" and Prodi saying the prime minister is like a"" drunkard clinging to a lamppost.""","Mr. Berlusconi, Prodi, Prodi"
705,Iraqi police say a roadside bombing in Baghdad Saturday killed at least two people who were taking part in a Shi'ite Muslim religious procession.,"Baghdad, Shi'ite Muslim"
706,The attack in the New Baghdad district also wounded eight others.,New Baghdad
707,Iraqi authorities have boosted security measures as hundreds of thousands of Shi'ite pilgrims flock to Iraq's holy shrine city of Karbala for the solemn Ashura holiday.,"Shi'ite, Iraq, Karbala"
708,Worshipers travel to the shrine each year to mourn the seventh-century killing of the grandson of the Prophet Muhammad.,Prophet Muhammad
710,On Friday a roadside bomb blast killed at least six Shi'ites in the eastern Baghdad district of Sadr City.,"eastern Baghdad, Sadr City"
711,Other attacks this week in the city of Mosul targeted the Christian minority as they celebrated Christmas.,Mosul
712,Are the streets in America really paved with gold?,America
713,Moses Bittok probably thinks so.,Moses Bittok
714,Mr. Bittok who immigrated from Kenya to the United States learned last week he had a winning ticket worth nearly $2 million from an Iowa lottery.,"Mr. Bittok, Kenya, United States, Iowa"
715,And get this - he realized he had won shortly after taking the oath of U.S. citizenship.,U.S.
716,"As he cashed in his ticket Mr. Bittok said - quote -"" It's almost like you adopted a country and they netted you $1.8 million dollars.""",Mr. Bittok
717,He added that something like this can only happen in America.,America
718,A top Japanese official is calling for U.N. economic sanctions against North Korea if Pyongyang tests a nuclear device.,"U.N., North"
719,"Shinzo Abe acting secretary general of Japan's ruling Liberal Democratic Party said Sunday that it would be"" unthinkable"" for Tokyo to do nothing should North Korea conduct such a test.","Shinzo Abe, Liberal Democratic Party, North"
720,U.S. officials have warned that North Korea may be preparing for a nuclear test citing satellite photos they say show suspicious activity near the coastal town of Kilju.,"North, Kilju"
721,Interviewed on the television program Fox News Sunday,Fox News
722,U.S. National Security Adviser Stephen Hadley said a nuclear test would be an act of defiance and prompt Washington and its allies to discuss new steps to punish the North Korean government.,"National Security Adviser, Stephen Hadley, North"
723,North Korea has warned that it will consider any sanctions imposed against it a declaration of war.,North
724,Authorities in Iraq say a car bomb exploded in central Baghdad early Monday killing at least three people and injuring two others.,"Iraq, Baghdad"
725,The blast occurred near one of the gates to the heavily fortified Green Zone where the headquarters of the Iraqi government U.S. forces and most foreign missions are located.,"Green Zone, U.S."
726,Separately the U.S. military says more than 35 insurgents were killed when coalition air strikes hit five targets in a small western town (Obeidi) near the Syrian border.,"U.S., Obeidi"
728,U.S. and Iraqi forces have been operating in the Euphrates River valley to stem the flow of insurgents and supplies from across the border ahead of next month's parliamentary elections.,"U.S., Euphrates River"
729,On Sunday Iraq's Sunni Arab leaders called for an end to large-scale military operations in mostly Sunni areas saying they may discourage Sunnis from taking part in the vote.,"Iraq, Sunni Arab"
730,European Union Health Commissioner Markos Kypriano says the EU is increasing its pledge for the fight against bird flu to $120 million.,"European Union Health, Markos Kypriano, EU"
731,The EU pledged the assistance in Beijing Tuesday at a donors conference organized by health experts to raise money to help developing countries contain bird flu.,"EU, Beijing"
732,The World Bank and World Health Organization are hoping to raise $1.5 billion from rich countries to help poorer nations fight bird flu and prevent a global pandemic.,World Bank and World Health Organization
733,The United States is expected to announce its pledge on Wednesday.,United States
734,Swiss drugmaker Roche said it will donate another batch of Tamiflu an anti-viral medication to treat an additional two million people in the event of a bird flu pandemic.,"Roche, Tamiflu"
735,A World Health Organization official Margaret Chan told the meeting there is a great risk of an epidemic although the timing and severity is uncertain.,"World Health Organization, Margaret Chan"
736,The Inter-American Development Bank says the world Haitian disapora sent more than $1.6 billion back to families on the impoverished island in 2006.,Inter-American Development Bank
737,The bank said Tuesday the money sent to Haiti from overseas equals more than one-third of the country's gross national product.,Haiti
738,More than $1 billion came from the United States and the large Haitian communities in Boston Miami and New~York.,"United States, Boston, Miami, New~York"
739,Other large contributions came from Canada France and the Bahamas.,"Canada, France, Bahamas"
742,Ukraine's Prime Minister Yury Yekhanurov says the signing of a controversial natural gas deal with Russia has been postponed again.,"Ukraine, Prime Minister Yury Yekhanurov, Russia"
744,But Mr. Yekhanurov says experts continue to work on the documents.,"Mr., Yekhanurov"
745,The draft agreement calls for Ukraine to pay Russia nearly twice as much for natural gas.,"Ukraine, Russia"
747,The two sides reached the deal January 4 after a three-day suspension of Russian gas deliveries to Ukraine.,Ukraine
748,The agreement triggered a political crisis in Ukraine and parliament voted to dismiss the government.,Ukraine
750,The official Xinhua news agency reports the State Council moved on Friday to tighten controls on fixed asset investments and money supply after concluding they increased excessively in the first quarter.,"Xinhua, State Council"
751,China's banks doled out $156 billion in new loans in the first quarter more than half the target for all of 2006.,China
756,Reporters Without Borders and the Burma Media Association welcomed the release of the reporters after two days of detention.,Burma Media Association
758,The two journalists were arrested Monday after they went to a port near Rangoon to verify the arrival of a North Korean cargo ship.,Rangoon
759,The reporters Aung Shwe Oo and his daughter Daw Sint Sint Aung both work for Nippon News Network's Bangkok bureau.,"Aung Shwe Oo, Daw Sint Sint Aung, Nippon News Network 's Bangkok"
760,Images of the Indian Ocean floor show a giant landslide at the starting point of the earthquake triggered tsunami that devastated regional coastlines on December 26.,Indian Ocean
761,The digital map has been produced by a British survey ship HMS Scott that has been collecting data off the coast of Indonesia's Sumatra Island since early January.,"HMS Scott, Indonesia, Sumatra Island"
764,A Republican Congressman says he is temporarily stepping down from a House committee-chairman position while he is being investigated for corruption.,House committee-chairman
765,Ohio Representative Bob Ney is the second lawmaker to relinquish a House leadership post in recent months.,"Representative, Bob Ney, House"
766,He said in a statement Sunday that the allegations against him have become a distraction to lawmakers including those in the committee he chaired the House Administration Committee.,House Administration Committee
767,Ney has been identified as the unnamed lawmaker that lobbyist Jack Abramoff said accepted lavish gifts and financial contributions in exchange for favors and support.,"Ney, Jack Abramoff"
768,Abramoff has pleaded guilty to fraud and tax evasion.,Abramoff
769,Ney denies any wrongdoing.,Ney
770,Texas representative Tom DeLay stepped down as House Majority Leader late last year after being indicted for alleged campaign finance violations.,"Tom DeLay, House Majority Leader"
771,DeLay had close ties to Abramoff and some of the congressman's aides are being investigated in the Abramoff scandal.,"DeLay, Abramoff, Abramoff"
772,One of the suspected bombers in the failed July 21 attacks on London's transport system is being extradited from Italy to Britain.,"London, Italy, Britain"
773,A plane carrying Ethiopian-born Hamdi Issac also known as Osman Hussain left Rome's Ciampino airport around midday Thursday for London.,"Hamdi Issac, Osman Hussain, Rome, Ciampino, London"
774,Italian police arrested the British citizen in Rome a week after the July 21 attacks which caused no fatalities but brought chaos to London two weeks after suicide bombers killed 52 people in the British capital.,"Rome, London"
775,Hamdi Issac has admitted to taking part in the second set of attacks but has said the action was meant to scare people not kill them.,Hamdi Issac
776,Italy's highest court upheld his extradition order on September 13.,Italy
777,The surging Mississippi River spilled over levees in two towns in the state of Illinois and is threatening to deluge other parts of the central United States.,"Mississippi River, Illinois, United States"
778,The Army Corps of Engineers says 20 levees in the central U.S. have already overflowed - and up to 30 more are in danger of overflowing.,"Army Corps of Engineers, U.S."
779,Central U.S. river towns are at risk as floodwaters that submerged parts of two of the state of Iowa's largest cities are now flowing downstream.,"Central U.S., Iowa"
780,Residents have joined members of the National Guard in a desperate effort to strengthen levees with sandbags.,National Guard
781,Meanwhile Iowa is cleaning up after widespread flooding inundated homes destroyed crops and cut off highways and bridges.,Iowa
782,At the White House Tuesday U.S. President George Bush expressed concern for the flood victims.,"White House, U.S., President George Bush"
783,He is to visit Iowa Thursday to inspect the damage.,Iowa
784,A U.S. government audit shows that at least 232 civilians have been killed while working on U.S. reconstruction projects in Iraq.,"U.S., U.S., Iraq"
785,The report by the Special Inspector General for Iraq Reconstruction indicates the death toll of those employees for private contractors increased 93 percent in recent months (the fourth quarter of 2004).,"General, Iraq Reconstruction"
787,"The inspector's report says"" Iraq's unsettled security environment continues to present grave risks for contractors and employees.""",Iraq
788,The quarterly report sent to U.S. Congress based its information on statistics from the U.S. Labor Department compiled from workers'compensation claims filed by all U.S. government contractors.,"U.S. Congress, U.S. Labor Department, U.S."
789,Former Chilean dictator Augusto Pinochet has been indicted on human rights charges and placed under house arrest.,Augusto Pinochet
790,Judge Victor Montiglio charged General Pinochet in connection with the kidnapping and disappearance of seven people in the early years of his 1973 to 1990 rule.,"Victor Montiglio, General Pinochet"
791,"The charges are part of a human rights case known as"" Operation Colombo"" in which 119 dissidents disappeared while in custody.",Operation Colombo
792,Mr. Montiglio's indictment Thursday comes six days after he questioned the ex-dictator and the former head of the secret police Manuel Contreras to determine responsibility for the disappearance of the 119 Pinochet foes.,"Mr. Montiglio, Manuel Contreras, Pinochet"
794,General Pinochet who turns 90 on Friday had just made bail following his indictment Wednesday on charges of tax evasion corruption and using FALSE passports in a case involving an estimated $27 million hidden in foreign bank accounts.,General Pinochet
795,Leaders of the South American trade bloc Mercosur are meeting in Venezuela to formally welcome Venezuela into the group.,"South American, Mercosur, Venezuela, Venezuela"
796,Presidents of member nations Argentina Brazil Paraguay and Uruguay are to sign a document Tuesday extending voting rights and lower tariffs to Venezuela.,"Argentina, Brazil, Paraguay, Uruguay, Venezuela"
798,Bolivian President Evo Morales also is to attend the summit for talks with his Brazilian counterpart Luiz Inacio Lula da Silva to discuss the price of gas exports to Brazil.,"President Evo Morales, Luiz Inacio Lula da Silva, Brazil"
799,Bolivia is an associate member of Mercosur formed in 1991.,"Bolivia, Mercosur"
800,Meanwhile Paraguay's President Nicanor Duarte has threatened to abandon the group because of alleged protectionist trade policies by Brazil and Argentina.,"Paraguay, President Nicanor Duarte, Brazil, Argentina"
801,A strong earthquake shook Indonesia's Aceh province just before midnight Saturday (about 1657 UTC) causing residents to flee their homes in panic.,"Indonesia, Aceh"
802,The magnitude 5.8 quake was centered 33 kilometers under the Indian Ocean and about 33 kilometers northwest of the provincial capital of Banda Aceh.,"Indian Ocean, Banda Aceh"
804,"A magnitude 9 quake off the west coast of Aceh triggered the December 26 tsunamis which the U.S. Geological Survey says killed more than 2,75,000 people around the Indian Ocean.","Aceh, U.S. Geological Survey, Indian Ocean"
805,"That includes 1,31,000 in Aceh.",Aceh
806,U.S. Democratic senators have criticized President Bush's proposal to revamp Social Security on the eve of the retirement program's 70th anniversary.,"U.S., President Bush, Social Security"
807,Senator John Kerry the 2004 democratic presidential candidate said in a radio address delivered in Spanish Saturday that the president's proposal to add private investments accounts to the program will hurt Hispanics.,Senator John Kerry
808,Democratic Senator Ken Salazar from Colorado said in a separate English-language radio address Saturday the president is fabricating a crisis in the retirement program so he can push through his proposals to change it.,"Senator Ken Salazar, Colorado"
809,President Bush says his plans will help the program avoid severe funding shortfalls over the next few decades.,President Bush
810,A key part of his proposal is to allow younger workers to privately invest some of their Social Security funds which are now managed by the government.,Social Security
811,More than 60 African migrants have drowned while crossing the Gulf of Aden on their way to Yemen.,"Gulf of Aden, Yemen"
813,The boat originated from Somalia and most of those on board are believed to have been Somalians.,"Somalia, Somalians"
815,Migrants frequently attempt the crossing to escape violence in Somalia and often rely on smugglers to help them cross.,Somalia
817,"Earlier this month the U.N. High Commissioner for Refugees estimated 20,000 people have made the crossing this year and said at least 439 people have died and another 489 are missing.",U.N. High Commissioner for Refugees
818,Police in Afghanistan say attackers have shot and killed an Afghan senator who briefly served as prime minister in the early 1990s.,Afghanistan
819,Authorities say Abdul Saboor Farid was killed late Wednesday outside his home in the capital Kabul.,"Abdul Saboor Farid, Kabul"
820,Mr. Farid was Afghanistan's prime minister for one month in 1992 during the chaos of a civil war that followed the defeat of the Soviet army.,"Mr. Farid, Afghanistan"
822,In another development police say a remote-controlled roadside bomb tore through the side of an Afghan army bus Thursday in Kabul killing the driver and wounding 29 people.,Kabul
823,Taleban militants claimed responsibility for the attack.,Taleban
824,Meanwhile the British defense ministry says a British soldier serving with the NATO-led coalition in Afghanistan was killed during fighting with militants in the south.,Afghanistan
825,NATO has launched large-scale military operations in the region recently to pre-empt an expected Taleban offensive.,"NATO, Taleban"
826,Insurgents in Iraq killed at least nine people in attacks Sunday northeast of Baghdad.,"Iraq, Baghdad"
827,Police say a roadside bomb killed four policemen and wounded nine in Baquba.,Baquba
828,In another town Balad Ruz police say a rocket attack on a policeman's house killed the man's brother and four children.,Balad Ruz
829,Military officials say on Saturday U.S. soldiers killed three gunmen who fired on a patrol in the northern town of Baiji.,"U.S., Baiji"
830,In northern Iraq police say the bodies of an elderly tribal leader Ibrahim Ali al-Nuimei and his son were found near the town of Kirkuk.,"Iraq, Ibrahim Ali al-Nuimei, Kirkuk"
831,In a separate development the trial of ousted leader Saddam Hussein is scheduled to resume Tuesday with a new presiding judge and a Western diplomat says members of the former Baathist regime may testify.,"Saddam Hussein, Western diplomat, Baathist"
832,The United States Government Wednesday [ May 14 ] officially added polar bears to the list of threatened animals under the Endangered Species Act.,United States Government
833,Bush administration scientists decided the species is at risk of becoming endangered.,Bush
835,Paul Sisco reports.,Paul Sisco
836,Iranian media report that inspectors from the U.N. International Atomic Energy Agency will travel to Iran early next month.,"U.N. International Atomic Energy Agency, Iran"
838,Separately the United Nations'nuclear agency is set to inspect Iran's heavy water nuclear reactor in a matter of days.,"United Nations, Iran"
839,That reactor is under construction in the industrial city of Arak.,Arak
842,The U.N. Security Council has imposed two sets of sanctions on Iran because of its refusal to suspend uranium enrichment.,"U.N. Security Council, Iran"
843,The United States and its Western allies accuse Iran of trying to develop nuclear weapons but Iran says its atomic program is for peaceful purposes.,"United States, Iran, Iran"
844,Insurgents have launched two deadly attacks against Shi'ites in Iraq just hours after U.S. Secretary of Defense Donald Rumsfeld paid a surprise visit to American troops in the country.,"Iraq, U.S., Donald Rumsfeld"
845,In the first attack gunmen entered a bakery in a mainly Shi'ite neighborhood in Baghdad killing at least nine people.,Baghdad
846,A short time later a car bomb exploded outside a Shi'ite mosque in the town of Balad Ruz northeast of Baghdad.,"Shi'ite, Balad Ruz, Baghdad"
847,Abu Musab al-Zarqawi's group claimed responsibility for that blast that killed 13 and injured 23 others.,Abu Musab al-Zarqawi
848,An American soldier was also killed when a bomb exploded in western Baghdad.,western Baghdad
849,The violence came as Mr. Rumsfeld visited U.S. troops in Mosul and Baghdad.,"Mr. Rumsfeld, U.S., Mosul, Baghdad"
850,He also observed Iraqi police and special forces perform training exercises before he met with Iraqi interim Prime Minister Iyad Allawi.,"Iraqi, Iraqi, Prime, Iyad Allawi"
853,He was seized Thursday by six gunmen near the southern city of Warri.,Warri
854,Abduction for ransom or to press political demands is frequent in the oil-rich Niger Delta.,"oil-rich, Delta"
858,The attacks on the oil industry have caused Nigeria to cut oil production by almost 25 percent.,Nigeria
859,U.S. Treasury officials have frozen the assets of an Ohio-based nonprofit group because they say it has ties to the Palestinian militant organization Hamas.,"U.S. Treasury, Hamas"
860,Officials said Sunday that the group named KindHearts has coordinated with Hamas leaders and has ties to two other U.S.-based charities accused of links to terrorism.,"KindHearts, Hamas"
861,Those groups were shut down by U.S. officials in late 2001.,U.S.
862,KindHearts describes itself on its Web site as a nonprofit charitable organization administering humanitarian aid to the world's poor.,KindHearts
863,KindHearts officials have not commented on the alleged links to terrorism.,KindHearts
864,Hamas dominated recent Palestinian elections but U.S. officials regard it as a terrorist organization.,"Hamas, U.S."
865,The group refuses to recognize Israel's right to exist and has organized suicide attacks against Israeli targets in the past.,Israel
866,China says it has designated three parks in outlying parts of Beijing to be used for public protests during the Olympic Games next month.,"China, Beijing"
867,China's head of Olympic security Liu Shaowu made the announcement Wednesday at a news conference.,"China, Liu Shaowu"
870,The city of Athens Greece designated such protest areas when it hosted the Olympic Games in 2004.,"Athens, Greece"
871,The International Olympic Committee bars demonstrations at Olympic venues.,International Olympic Committee
872,The international portion of the Olympic torch relay was marred in some cities earlier this year by protests against China's rule in Tibet.,"China, Tibet"
873,Childhood obesity affects children in most countries in the world according to the International Obesity Task Force.,International Obesity Task Force
875,VOA's Carol Pearson reports.,"VOA, Carol Pearson"
876,The last Australian aid agency operating in Iraq says it is pulling out.,Iraq
877,World Vision Australia chief Tim Costello says the situation in Iraq is too dangerous for its staff to remain.,"World Vision Australia, Tim Costello, Iraq"
878,He says the work the organization has been doing in Iraq will be handed over to local officials and any unspent funds will be returned to donors.,Iraq
879,Mr. Costello says the agency made the decision to leave Iraq before the apparent murder of international aid worker Margaret Hassan.,"Mr. Costello, Iraq, Margaret Hassan"
880,World Vision Australia's Iraqi head of operations Mohammed Hushiar was killed in late September in the northern city of Mosul.,"Iraqi, Mohammed Hushiar, Mosul"
881,A published report says the Bush administration is pressing Iraqi leaders to end their political stalemate and form a new government.,Bush
882,The New York Times newspaper says Secretary of State Condoleezza Rice telephoned Iraq's President Jalal Talabani on Friday to urge that the government be formed as soon as possible.,"New York Times, Secretary, State Condoleezza Rice, Iraq, President Jalal Talabani"
883,It says Ms. Rice and Vice President Dick Cheney conveyed the same message in a White House meeting with Adil Abdul Mahdi a leading Shi'ite politician named as one of the new Iraqi vice presidents.,"Ms. Rice, Vice President Dick Cheney, White House, Adil Abdul Mahdi, Shi'ite"
884,U.S. officials have said repeatedly that Iraqis must form their own government without American intervention.,U.S.
885,But efforts to name a new cabinet in Baghdad have failed although nearly three months have passed since the Iraqi elections.,"Baghdad, Iraqi"
887,Israeli Prime Minister Ehud Olmert is scheduled to meet with Palestinian President Mahmoud Abbas Wednesday in Jerusalem.,"Prime Minister Ehud Olmert, President Mahmoud Abbas, Jerusalem"
888,Palestinian negotiator Saeb Erekat said the talks will focus on permanent-status issues Israeli checkpoints and the fate of Palestinian prisoners.,Saeb Erekat
889,The meeting at Mr. Olmert's official residence will be the first between the two since Mr. Olmert announced that he will step down after his Kadima Party chooses a new leader in September.,"Mr. Olmert, Mr. Olmert, Kadima Party"
891,Authorities in Afghanistan say nine Afghan soldiers and 10 Taleban rebels have been killed in two separate ambushes in the country's restive south.,"Afghanistan, Taleban"
892,A provincial government official says suspected Taleban rebels attacked the soldiers late Thursday when they were on patrol in the remote Chakul area of southern Helmand province.,"Taleban, Chakul, Helmand"
893,Later a person claiming to be a Taleban spokesman claimed responsibility for the attack.,Taleban
894,The U.S. military said 10 Taleban rebels also were killed Thursday during a U.S. helicopter raid in southeastern Khost province after five Afghan soldiers were wounded in an ambush.,"U.S., Taleban, U.S., Khost"
895,Taleban activity has eased during the harshest Afghan winter in decades but officials believe upcoming warmer weather will result in a renewed surge of violence.,Taleban
896,Britain's defense ministry has defended its decision to allow the sailors and marines freed by Iran last week to sell their stories - a reversal of usual policy.,"Britain, Iran"
898,Members of the opposition Conservative Party immediately challenged the decision.,Conservative Party
899,Many families of British troops killed in Iraq and Afghanistan have also said they find the decision distasteful.,"Iraq, Afghanistan"
900,The two officers among the 15 service members detained in Iran for 13 days have said they have chosen not to profit from stories of their captivity but others in the group have reportedly made lucrative deals with British media.,Iran
902,However a video released Monday by Iran shows the sailors and marines relaxing and socializing during their captivity.,Iran
903,The weather in the western U.S. state of California has helped firefighters gain greater control of a massive wildfire that is burning near the populous city of Santa Barbara.,"U.S., California, Santa Barbara"
909,A top aide to Iraqi Prime Minister Nouri al-Maliki says the government has launched an inquiry into the conduct of the execution of Saddam Hussein and how it was secretly filmed and distributed.,"Prime, Nouri al-Maliki, Saddam Hussein"
911,However video captured on a mobile phone camera showed footage and sound of Saddam being taunted and then dropping to his death.,Saddam
912,"In the mobile phone footage one person can be heard shouting"" Moqtada"" the name of a radical Shi'ite cleric and opponent of Saddam.","Moqtada, Saddam"
913,The unauthorized video has caused anger among many Saddam supporters who say it shows that the execution was a sectarian act against the deposed Sunni Arab leader.,"Saddam, Sunni Arab"
914,Tuesday Sunni Arab mourners in Saddam's hometown Tikrit and other cities marched to pay their respects to the former dictator.,"Sunni Arab, Saddam"
915,Local officials in Afghanistan's northeastern Nuristan Province say three Afghans who had been kidnapped earlier in the week have been found unharmed.,"Afghanistan, Nuristan Province"
916,The three had been reported abducted from a house in the Kamdesh district of Nuristan Province.,Nuristan Province
919,More than three years after a U.S.-led coalition ousted the Taleban regime loyalists are waging an escalating guerrilla campaign ahead of Afghanistan's September parliamentary vote.,"Taleban, Afghanistan"
920,In recent days in Kandahar Province a judge and a district administrator were killed in attacks believed to have been carried out by insurgents.,Kandahar Province
922,World famous Russian cellist and conductor Mstislav Rostropovich who appeared frail at his 80th birthday celebration last month has been hospitalized in Moscow for the second time this year.,"Mstislav Rostropovich, Moscow"
925,At the time Russian President Vladimir Putin visited the hospital to confer a medal honoring Rostropovich for his extraordinary achievements in music.,"President Vladimir Putin, Rostropovich"
926,Rostropovich and his wife soprano Galina Vishnevskaya left the Soviet Union in 1974 in response to political persecution.,"Rostropovich, Galina Vishnevskaya, Soviet Union"
927,They returned to Russia after the fall of the Soviet Union and are running a charitable organization aiding orphaned children.,"Russia, Soviet Union"
928,The U.S. Internet giant Google is planning to install solar panels at its headquarters in the western state of California to run some of its operations with energy from the sun.,"U.S., Google, California"
929,The leading Internet search engine says it will install enough solar grids at its complex in Mountain View California to generate 1.6 megawatts of electricity.,"Mountain View, California"
930,"That's enough energy to light up about 1,000 California homes.",California
932,Google says it wants to set an example that renewable energy can be profitable.,Google
933,The Israeli parliament has rejected a bill calling for a national referendum on Prime Minister Ariel Sharon's plan to evacuate settlers and troops from the Gaza Strip and four small West Bank enclaves later this year.,"Prime Minister Ariel Sharon, Gaza Strip, West Bank enclaves"
934,Monday's vote of 72-39 all but ends attempts by withdrawal opponents to derail the Gaza pullout.,Gaza
935,Under the withdrawal plan all 21 Jewish settlements in Gaza are to be evacuated along with four of 120 settlements in the occupied West Bank.,"Gaza, West Bank"
937,Meanwhile Israeli troops raided the West Bank Palestinian town of Jenin today arresting eight accused members of Islamic Jihad.,"West Bank, Jenin, Islamic Jihad"
939,Popular American tennis star Andre Agassi has been knocked out of the quarterfinals at the Delray Beach International in Florida.,"Andre Agassi, Florida"
940,The top seed and former world number one lost in straight sets Friday to Spain's Guillermo Garcia-Lopez 06-Apr 06-Feb.,Guillermo Garcia-Lopez
941,The Spaniard next takes on defending champion Xavier Malisse of Belgium in the semifinals.,Xavier Malisse
942,The third-seeded Malisse rallied after dropping the first set to eliminate sixth-seeded Florian Mayer of Germany 06-Jul 06-Feb 06-Mar.,"Malisse, Florian Mayer"
943,Meanwhile fourth-seeded Tommy Haas of Germany beat Luxembourg's Gilles Muller in straight sets (06-Mar 06-Feb).,"Tommy Haas, Gilles Muller"
944,Haas next plays eighth-seeded American Vince Spadea a straight-sets winner over Lee Hyung-taik of South Korea (06-Mar 06-Mar).,"Haas, Vince Spadea, Lee Hyung-taik, South Korea"
945,United Nations investigators have begun questioning top Syrian officials about the assassination of former Lebanese Prime Minister Rafik Hariri.,"United Nations, Prime, Rafik Hariri"
946,Diplomatic sources say five Syrian officials are being questioned at U.N. offices in Vienna.,"U.N., Vienna"
949,Damascus recently agreed to allow its officials to be questioned outside Syria.,"Damascus, Syria"
950,Syria denies any involvement in the February 14 bombing in Beirut that killed Mr. Hariri and 20 other people.,"Syria, Beirut, Mr. Hariri"
951,However a report by a U.N. commission in October implicated top Syrian and Lebanese officials.,U.N.
952,The U.N. Security Council has warned Syria to cooperate fully with the probe or face consequences.,"U.N. Security Council, Syria"
953,Earlier this year Syria was forced to withdraw its troops from Lebanon under intense domestic and international pressure.,"Syria, Lebanon"
954,Aides to U.S. Senator - and former first lady - Hillary Rodham Clinton have confirmed that the New~York senator has invited supporters from the state of Iowa to her Washington D.C. home for a private political fundraising event.,"U.S., Senator, -, Hillary Rodham Clinton, Iowa, Washington, D.C."
955,Senator Clinton is facing re-election in New York in 2006 but the invitation of Iowa supporters raises speculation that a 2008 bid for the U.S. presidency is likely.,"Senator Clinton, New York, Iowa, U.S."
956,Iowa is traditionally the first state to hold political caucuses in which candidates from the same party compete against each other for their party's presidential nomination.,Iowa
957,Mrs. Clinton's former national finance director from her 2000 Senate campaign is currently on trial in Los Angeles federal court on charges he lied to regulators about the cost of a lavish Hollywood fundraiser.,"Mrs. Clinton, Senate, Los Angeles, Hollywood"
958,Neither Mrs. Clinton nor her husband the former president are accused of any wrongdoing.,Mrs. Clinton
959,Burmese pro-democracy leader Aung San Suu Kyi met Saturday with a top United Nations official.,"Aung San Suu Kyi, United Nations"
960,Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon and praised the talks with Vijay Nambiar chief of staff for U.N. Secretary-General Ban Ki-moon.,"Aung San Suu Kyi, Rangoon, Vijay Nambiar, U.N., Secretary-General, Ban Ki-moon"
962,But she has also been careful not to verbally challenge Burma's ruling generals.,Burma
963,Nambiar also met Saturday with Burma's foreign minister.,"Nambiar, Burma"
965,Pakistani officials say security forces have arrested at least three al-Qaida suspects after a gunfight near the Afghan border.,al-Qaida
966,They say police opened fire Monday on a car carrying the suspects outside the northwestern city of Peshawar and forced it to stop.,Peshawar
968,This comes less than a week after Pakistani officials said a senior al-Qaida explosives expert was killed in a raid on a suspected insurgent hideout in the tribal region of North Waziristan bordering Afghanistan.,"Pakistani, al-Qaida, North Waziristan, Afghanistan"
969,Egyptian-born Muhsin Musa Matwali Atwah was wanted in connection with the 1998 bombings of the U.S. embassies in Kenya and Tanzania.,"Muhsin Musa Matwali Atwah, U.S., Kenya, Tanzania"
970,The United States offered a $5 million reward for his capture.,United States
